model,activation,dropout,epochs,batch_size,train_loss,train_acc,test_loss,test_acc,gap,fit_time_s
Sigmoid,sigmoid,0.0,10,32,0.5491753220558167,0.802299976348877,0.5645546317100525,0.7940999865531921,0.008199989795684814,35.78300909999962
GELU,gelu,0.0,10,32,0.349103182554245,0.8754333257675171,0.4158773422241211,0.8529999852180481,0.022433340549468994,37.30811769999855
ReLU,relu,0.0,10,32,0.33126208186149597,0.8824999928474426,0.39976766705513,0.8574000000953674,0.025099992752075195,37.52103869999701
ReLU+Drop0.1,relu,0.1,10,32,0.3471764028072357,0.8760833144187927,0.37927111983299255,0.8644999861717224,0.011583328247070312,38.24448180000036
Mish,mish,0.0,10,32,0.3551793098449707,0.873033344745636,0.41339385509490967,0.8521999716758728,0.020833373069763184,39.0773451999994
ReLU+Dropout,relu,0.3,10,32,0.3884927034378052,0.8617333173751831,0.38396120071411133,0.8626000285148621,-0.0008667111396789551,39.97647760000109
ReLU+Drop0.4,relu,0.4,10,32,0.41515055298805237,0.8535000085830688,0.3896617889404297,0.8616999983787537,-0.008199989795684814,39.385443700004544
ReLU+Drop0.2,relu,0.2,10,32,0.36346471309661865,0.8689000010490417,0.38208845257759094,0.8623999953269958,0.0065000057220458984,40.71363989999372
ReLU+Drop0.5,relu,0.5,10,32,0.4453588128089905,0.8426833152770996,0.3993079960346222,0.8579000234603882,-0.015216708183288574,39.590378499997314
ReLU+Drop0.8,relu,0.8,10,32,0.7820941805839539,0.7031999826431274,0.5892130732536316,0.7865999937057495,-0.08340001106262207,38.07830459999968
ReLU+Drop0.6,relu,0.6,10,32,0.49420735239982605,0.8277000188827515,0.42577362060546875,0.8490999937057495,-0.021399974822998047,40.14924990000145
ReLU+Drop0.7,relu,0.7,10,32,0.5700796842575073,0.8014666438102722,0.45469212532043457,0.8381999731063843,-0.03673332929611206,41.487924099994416
Sigmoid,sigmoid,0.0,10,64,0.6797525882720947,0.7580166459083557,0.6830700635910034,0.7506999969482422,0.007316648960113525,20.20044780000171
ReLU,relu,0.0,10,64,0.377425879240036,0.8687999844551086,0.459440141916275,0.8373000025749207,0.03149998188018799,20.603009700003895
ReLU+Dropout,relu,0.3,10,64,0.4435975253582001,0.8428999781608582,0.4194655418395996,0.8482000231742859,-0.005300045013427734,20.897282999998424
GELU,gelu,0.0,10,64,0.3985441029071808,0.8601333498954773,0.4869171977043152,0.8263999819755554,0.033733367919921875,23.023707100001047
Mish,mish,0.0,10,64,0.3979012072086334,0.8600833415985107,0.47215816378593445,0.829200029373169,0.030883312225341797,22.75578140000289
ReLU+Drop0.9,relu,0.9,10,32,1.4718432426452637,0.40513333678245544,1.1809613704681396,0.599399983882904,-0.1942666471004486,35.07254639999883
ReLU+Drop0.2,relu,0.2,10,64,0.41837212443351746,0.852150022983551,0.41914814710617065,0.8507000207901001,0.0014500021934509277,20.64265940000041
ReLU+Drop0.1,relu,0.1,10,64,0.396858274936676,0.8599833250045776,0.4184196889400482,0.8495000004768372,0.010483324527740479,21.64026370000647
ReLU+Drop0.4,relu,0.4,10,64,0.468270480632782,0.8355666399002075,0.4289082884788513,0.845300018787384,-0.009733378887176514,25.44575750000513
ReLU+Drop0.5,relu,0.5,10,64,0.5088546872138977,0.8241999745368958,0.4422711431980133,0.8420000076293945,-0.01780003309249878,23.759836200006248
ReLU+Drop0.6,relu,0.6,10,64,0.5578212141990662,0.8067166805267334,0.46046122908592224,0.8345999717712402,-0.027883291244506836,25.425697099999525
ReLU+Drop0.7,relu,0.7,10,64,0.6506291627883911,0.7717833518981934,0.5026453137397766,0.822700023651123,-0.05091667175292969,24.873395900001924
ReLU,relu,0.0,10,128,0.42367061972618103,0.8525333404541016,0.4686829149723053,0.8337000012397766,0.01883333921432495,16.39058429999568
Sigmoid,sigmoid,0.0,10,128,0.9379788637161255,0.7020666599273682,0.9237173795700073,0.6926000118255615,0.00946664810180664,18.6969936999958
ReLU+Drop0.8,relu,0.8,10,64,0.8541402220726013,0.6732000112533569,0.6389238238334656,0.7483999729156494,-0.07519996166229248,27.010785999998916
ReLU+Drop0.9,relu,0.9,10,64,1.5229088068008423,0.37630000710487366,1.2956984043121338,0.5300999879837036,-0.15379998087882996,26.672902799997246
ReLU+Dropout,relu,0.3,10,128,0.5124449729919434,0.8224166631698608,0.4688792824745178,0.8341000080108643,-0.011683344841003418,19.166421699999773
GELU,gelu,0.0,10,128,0.4429144859313965,0.8461999893188477,0.4836544990539551,0.8295999765396118,0.01660001277923584,16.90431580000586
Mish,mish,0.0,10,128,0.44123324751853943,0.8470500111579895,0.4827593266963959,0.8346999883651733,0.012350022792816162,18.080465999999433
ReLU+Drop0.1,relu,0.1,10,128,0.45515114068984985,0.8406000137329102,0.45126211643218994,0.842199981212616,-0.0015999674797058105,17.668058700000984
ReLU+Drop0.2,relu,0.2,10,128,0.4824245870113373,0.8314999938011169,0.46100887656211853,0.8367000222206116,-0.005200028419494629,16.368569899997965
ReLU+Drop0.4,relu,0.4,10,128,0.5452892780303955,0.809416651725769,0.4741973578929901,0.8288999795913696,-0.019483327865600586,17.583252899996296
ReLU+Drop0.5,relu,0.5,10,128,0.595576822757721,0.7939000129699707,0.49671465158462524,0.8216999769210815,-0.02779996395111084,17.313150999994832
ReLU+Drop0.6,relu,0.6,10,128,0.6517375707626343,0.768666684627533,0.5236935019493103,0.8126000165939331,-0.043933331966400146,16.475280000006023
Sigmoid,sigmoid,0.0,10,256,1.3045803308486938,0.6384000182151794,1.274074673652649,0.6327999830245972,0.005600035190582275,11.550225900005898
ReLU,relu,0.0,10,256,0.4695713520050049,0.8390499949455261,0.5096306800842285,0.8216999769210815,0.01735001802444458,11.092393200000515
ReLU+Drop0.7,relu,0.7,10,128,0.7633591294288635,0.7243833541870117,0.580253005027771,0.79339998960495,-0.06901663541793823,16.5552566999977
ReLU+Drop0.8,relu,0.8,10,128,0.9900232553482056,0.6225666403770447,0.7190455794334412,0.7386000156402588,-0.11603337526321411,15.522751700002118
ReLU+Drop0.9,relu,0.9,10,128,1.6800702810287476,0.33303332328796387,1.4325593709945679,0.5442000031471252,-0.21116667985916138,16.733333199998015
ReLU+Dropout,relu,0.3,10,256,0.6129012107849121,0.7889833450317383,0.5422334671020508,0.8093000054359436,-0.020316660404205322,12.832655600002909
GELU,gelu,0.0,10,256,0.48404571413993835,0.833733320236206,0.5460982918739319,0.8069999814033508,0.026733338832855225,11.367885699997714
Mish,mish,0.0,10,256,0.48879274725914,0.8305666446685791,0.5448960065841675,0.8057000041007996,0.02486664056777954,11.341439899995748
ReLU+Drop0.1,relu,0.1,10,256,0.5357704162597656,0.815750002861023,0.5132046937942505,0.8238000273704529,-0.008050024509429932,12.006534099993587
ReLU+Drop0.2,relu,0.2,10,256,0.5698235034942627,0.8047999739646912,0.5240046977996826,0.8203999996185303,-0.015600025653839111,13.044635500002187
ReLU+Drop0.4,relu,0.4,10,256,0.6578036546707153,0.7714333534240723,0.5572782158851624,0.8027999997138977,-0.03136664628982544,11.598647799997707
ReLU+Drop0.5,relu,0.5,10,256,0.7159541845321655,0.7484833598136902,0.5860840678215027,0.7904000282287598,-0.04191666841506958,11.884849599999143
ReLU+Drop0.7,relu,0.7,10,256,0.9057019948959351,0.6695333123207092,0.6715961694717407,0.7569000124931335,-0.08736670017242432,12.260354999998526
ReLU+Drop0.6,relu,0.6,10,256,0.7873770594596863,0.72038334608078,0.6094202995300293,0.7818999886512756,-0.061516642570495605,13.446321499999613
Sigmoid,sigmoid,0.0,10,512,1.884015440940857,0.5666999816894531,1.8504501581192017,0.555400013923645,0.011299967765808105,9.747342499998922
ReLU+Drop0.8,relu,0.8,10,256,1.1762133836746216,0.5558833479881287,0.8206703066825867,0.7225000262260437,-0.16661667823791504,12.320199500005401
ReLU+Drop0.9,relu,0.9,10,256,1.9679408073425293,0.27015000581741333,1.767775058746338,0.5685999989509583,-0.2984499931335449,11.897523399995407
ReLU,relu,0.0,10,512,0.5599626898765564,0.8138833045959473,0.5803337693214417,0.8023999929428101,0.011483311653137207,8.398485800003982
ReLU+Dropout,relu,0.3,10,512,0.7291983962059021,0.7456499934196472,0.6326968669891357,0.7763000130653381,-0.030650019645690918,9.885578500005067
GELU,gelu,0.0,10,512,0.5526619553565979,0.8154500126838684,0.5854083299636841,0.7972000241279602,0.018249988555908203,10.043861600002856
Mish,mish,0.0,10,512,0.5582287311553955,0.8138999938964844,0.5848044753074646,0.7998999953269958,0.013999998569488525,10.020910899998853
ReLU+Drop0.1,relu,0.1,10,512,0.6219613552093506,0.790066659450531,0.582710862159729,0.8019000291824341,-0.011833369731903076,10.848474400001578
ReLU+Drop0.2,relu,0.2,10,512,0.6753357648849487,0.7656833529472351,0.6058250069618225,0.7897999882698059,-0.0241166353225708,10.56182140000601
ReLU+Drop0.4,relu,0.4,10,512,0.793448269367218,0.7211166620254517,0.6536670923233032,0.7699999809265137,-0.04888331890106201,10.803959000004397
ReLU+Drop0.7,relu,0.7,10,512,1.1071780920028687,0.5933499932289124,0.796196699142456,0.7167999744415283,-0.12344998121261597,10.780229500000132
ReLU+Drop0.6,relu,0.6,10,512,0.9491667747497559,0.65788334608078,0.7211366891860962,0.7350999712944031,-0.07721662521362305,11.19786230000318
ReLU+Drop0.8,relu,0.8,10,512,1.4538294076919556,0.460016667842865,1.0480284690856934,0.7088000178337097,-0.24878334999084473,9.739475900001707
Sigmoid,sigmoid,0.0,10,1024,2.1463534832000732,0.5567499995231628,2.136995553970337,0.554099977016449,0.002650022506713867,7.275174700000207
ReLU+Drop0.5,relu,0.5,10,512,0.8767009973526001,0.6853166818618774,0.6996082663536072,0.7444000244140625,-0.05908334255218506,12.399143700000423
ReLU+Drop0.9,relu,0.9,10,512,2.0983355045318604,0.21960000693798065,1.9728128910064697,0.4255000054836273,-0.20589999854564667,10.148910600000818
ReLU,relu,0.0,10,1024,0.6777651309967041,0.7780500054359436,0.6854192018508911,0.7659000158309937,0.012149989604949951,8.104391699998814
Mish,mish,0.0,10,1024,0.6733548045158386,0.7824666500091553,0.6806830763816833,0.7724999785423279,0.009966671466827393,8.963581399999384
GELU,gelu,0.0,10,1024,0.6840955018997192,0.7767999768257141,0.6884879469871521,0.7699000239372253,0.0068999528884887695,9.846418999994057
ReLU+Dropout,relu,0.3,10,1024,0.871219277381897,0.6984999775886536,0.7321710586547852,0.7479000091552734,-0.04940003156661987,10.056837999996787
ReLU+Drop0.2,relu,0.2,10,1024,0.8070546388626099,0.7264500260353088,0.7077313661575317,0.7644000053405762,-0.037949979305267334,10.343205600001966
ReLU+Drop0.1,relu,0.1,10,1024,0.7545351982116699,0.7424166798591614,0.7013510465621948,0.7609999775886536,-0.018583297729492188,11.490545400003612
ReLU+Drop0.4,relu,0.4,10,1024,0.9526424407958984,0.6614333391189575,0.7770281434059143,0.7283999919891357,-0.06696665287017822,9.798655799997505
ReLU+Drop0.5,relu,0.5,10,1024,1.0470830202102661,0.6208333373069763,0.8284209966659546,0.6960999965667725,-0.07526665925979614,9.483553099998971
ReLU+Drop0.7,relu,0.7,10,1024,1.415097951889038,0.48883333802223206,1.039497971534729,0.6725999712944031,-0.18376663327217102,9.507230200004415
ReLU+Drop0.8,relu,0.8,10,1024,1.7855316400527954,0.3489333391189575,1.4488626718521118,0.6335999965667725,-0.28466665744781494,10.506523999996716
ReLU+Drop0.6,relu,0.6,10,1024,1.170835018157959,0.5761500000953674,0.8731728792190552,0.6904000043869019,-0.11425000429153442,12.347135900003195
ReLU+Drop0.9,relu,0.9,10,1024,2.2436180114746094,0.14126667380332947,2.200620651245117,0.3856000006198883,-0.24433332681655884,11.167750699998578
Sigmoid,sigmoid,0.0,10,2048,2.2149817943573,0.49050000309944153,2.2098333835601807,0.4896000027656555,0.0009000003337860107,8.220401300000958
ReLU,relu,0.0,10,2048,0.8077226281166077,0.7373833060264587,0.8113061785697937,0.7276999950408936,0.009683310985565186,8.437161500005459
ReLU+Dropout,relu,0.3,10,2048,1.092296838760376,0.6220333576202393,0.9154826998710632,0.6934000253677368,-0.07136666774749756,10.304989500000374
GELU,gelu,0.0,10,2048,0.8768612742424011,0.716533362865448,0.8690230250358582,0.7102000117301941,0.006333351135253906,9.772765199995774
Mish,mish,0.0,10,2048,0.8291155099868774,0.7331666946411133,0.8301593065261841,0.723800003528595,0.00936669111251831,10.323070099999313
ReLU+Drop0.1,relu,0.1,10,2048,0.9266374111175537,0.6882833242416382,0.855057418346405,0.7113000154495239,-0.023016691207885742,10.29100190000463
ReLU+Drop0.2,relu,0.2,10,2048,0.9973358511924744,0.6574833393096924,0.8692114949226379,0.7032999992370605,-0.045816659927368164,10.805354500000249
ReLU+Drop0.4,relu,0.4,10,2048,1.1729530096054077,0.5947999954223633,0.9506315588951111,0.680400013923645,-0.08560001850128174,12.194589300001098
ReLU+Drop0.5,relu,0.5,10,2048,1.3224657773971558,0.5312333106994629,1.0434346199035645,0.6599000096321106,-0.1286666989326477,11.444068999997398
ReLU+Drop0.6,relu,0.6,10,2048,1.4746243953704834,0.4730333387851715,1.140852928161621,0.6791999936103821,-0.20616665482521057,11.98783949999779
ReLU+Drop0.7,relu,0.7,10,2048,1.740790843963623,0.37466666102409363,1.4118355512619019,0.6391000151634216,-0.264433354139328,12.373586499998055
ReLU+Drop0.8,relu,0.8,10,2048,2.0264883041381836,0.2582833468914032,1.7717936038970947,0.5996000170707703,-0.34131667017936707,11.972348599992984
ReLU+Drop0.9,relu,0.9,10,2048,2.2905075550079346,0.1483166664838791,2.2598936557769775,0.3504999876022339,-0.2021833211183548,12.501528900000267
Sigmoid,sigmoid,0.0,10,4096,2.260725498199463,0.39731666445732117,2.259019613265991,0.39750000834465027,-0.00018334388732910156,10.187968300000648
ReLU,relu,0.0,10,4096,1.0902010202407837,0.6780666708946228,1.0750043392181396,0.6697999835014343,0.008266687393188477,9.438608399999794
ReLU+Dropout,relu,0.3,10,4096,1.2889691591262817,0.5690666437149048,1.1003684997558594,0.6687999963760376,-0.09973335266113281,10.408623900002567
Mish,mish,0.0,10,4096,1.0954862833023071,0.6786666512489319,1.0729210376739502,0.6754999756813049,0.003166675567626953,10.048459000005096
GELU,gelu,0.0,10,4096,1.1351436376571655,0.6726333498954773,1.1148227453231812,0.6646999716758728,0.007933378219604492,11.524095100001432
ReLU+Drop0.2,relu,0.2,10,4096,1.224713683128357,0.6004999876022339,1.093664526939392,0.6549999713897705,-0.05449998378753662,10.735614499993972
ReLU+Drop0.1,relu,0.1,10,4096,1.1579610109329224,0.6363833546638489,1.0779293775558472,0.6687999963760376,-0.03241664171218872,12.051483299997926
ReLU+Drop0.4,relu,0.4,10,4096,1.4980683326721191,0.5022500157356262,1.2809580564498901,0.6474000215530396,-0.14515000581741333,12.04765849999967
ReLU+Drop0.5,relu,0.5,10,4096,1.5759316682815552,0.44405001401901245,1.3168996572494507,0.6380000114440918,-0.19394999742507935,10.361409999997704
ReLU+Drop0.6,relu,0.6,10,4096,1.8234034776687622,0.3578333258628845,1.5714802742004395,0.6349999904632568,-0.2771666646003723,9.945638099998177
ReLU+Drop0.7,relu,0.7,10,4096,1.964403510093689,0.2932833433151245,1.7441531419754028,0.5885999798774719,-0.2953166365623474,9.977058299999044
ReLU+Drop0.8,relu,0.8,10,4096,2.1990303993225098,0.18628333508968353,2.0565502643585205,0.5605000257492065,-0.374216690659523,10.765570900002785
Sigmoid,sigmoid,0.0,10,8192,2.278623580932617,0.18653333187103271,2.2771337032318115,0.20319999754428864,-0.01666666567325592,8.546930299999076
ReLU+Drop0.9,relu,0.9,10,4096,2.308120012283325,0.14926666021347046,2.2571074962615967,0.4226999878883362,-0.2734333276748657,10.186936899997818
ReLU,relu,0.0,10,8192,1.3600341081619263,0.6414166688919067,1.3330140113830566,0.6412000060081482,0.00021666288375854492,8.25834610000311
GELU,gelu,0.0,10,8192,1.6094352006912231,0.60589998960495,1.574045181274414,0.6080999970436096,-0.002200007438659668,9.23409819999506
ReLU+Dropout,relu,0.3,10,8192,1.6958637237548828,0.46191665530204773,1.5382527112960815,0.6019999980926514,-0.14008334279060364,10.232909799997287
Mish,mish,0.0,10,8192,1.4586076736450195,0.6207500100135803,1.4265300035476685,0.6189000010490417,0.0018500089645385742,9.683516400000372
ReLU+Drop0.2,relu,0.2,10,8192,1.5583937168121338,0.5345666408538818,1.4232348203659058,0.6413999795913696,-0.10683333873748779,9.206998499998008
ReLU+Drop0.1,relu,0.1,10,8192,1.4596636295318604,0.5670166611671448,1.375401258468628,0.6187000274658203,-0.05168336629867554,9.966300100000808
ReLU+Drop0.4,relu,0.4,10,8192,1.8621317148208618,0.37673333287239075,1.6842800378799438,0.6096000075340271,-0.23286667466163635,11.221743500005687
ReLU+Drop0.5,relu,0.5,10,8192,1.9489799737930298,0.31611666083335876,1.7704025506973267,0.5763000249862671,-0.2601833641529083,9.666670599995996
ReLU+Drop0.6,relu,0.6,10,8192,1.990628957748413,0.28808334469795227,1.7846823930740356,0.6083999872207642,-0.3203166425228119,11.20152130000497
ReLU+Drop0.8,relu,0.8,10,8192,2.2751877307891846,0.15735000371932983,2.149726152420044,0.477400004863739,-0.3200500011444092,9.343521800001326
ReLU+Drop0.9,relu,0.9,10,8192,2.349091053009033,0.11845000088214874,2.267918109893799,0.33169999718666077,-0.21324999630451202,9.817115500001819
ReLU+Drop0.7,relu,0.7,10,8192,2.1830921173095703,0.1978333294391632,2.043205499649048,0.5315999984741211,-0.3337666690349579,11.078505799996492
Sigmoid,sigmoid,0.0,10,16384,2.2992734909057617,0.1387166678905487,2.2966413497924805,0.14990000426769257,-0.01118333637714386,8.70641749999777
ReLU,relu,0.0,10,16384,1.7172166109085083,0.6157166957855225,1.690295696258545,0.6134999990463257,0.0022166967391967773,7.895296000002418
ReLU+Dropout,relu,0.3,10,16384,1.9262044429779053,0.34389999508857727,1.792396068572998,0.49540001153945923,-0.15150001645088196,9.046023100003367
GELU,gelu,0.0,10,16384,1.9283851385116577,0.4725666642189026,1.9053184986114502,0.47609999775886536,-0.0035333335399627686,8.241206300001068
Mish,mish,0.0,10,16384,1.7959409952163696,0.4596833288669586,1.7696853876113892,0.4661000072956085,-0.006416678428649902,8.68927149999945
ReLU+Drop0.1,relu,0.1,10,16384,1.8171271085739136,0.4504166543483734,1.7505937814712524,0.5239999890327454,-0.07358333468437195,9.658008000005793
ReLU+Drop0.2,relu,0.2,10,16384,1.8258020877838135,0.4095500111579895,1.7217891216278076,0.5688999891281128,-0.1593499779701233,9.083408500002406
ReLU+Drop0.4,relu,0.4,10,16384,2.034912347793579,0.27346667647361755,1.8734363317489624,0.5184000134468079,-0.2449333369731903,9.609091600003012
ReLU+Drop0.5,relu,0.5,10,16384,2.1313095092773438,0.2304166704416275,1.9681447744369507,0.5094000101089478,-0.27898333966732025,9.988605900005496
ReLU+Drop0.6,relu,0.6,10,16384,2.2017691135406494,0.1914999932050705,1.9949148893356323,0.48069998621940613,-0.28919999301433563,9.239756599999964
ReLU+Drop0.7,relu,0.7,10,16384,2.269777774810791,0.16446666419506073,2.096334457397461,0.44749999046325684,-0.2830333262681961,9.072495000000345
ReLU+Drop0.8,relu,0.8,10,16384,2.3712546825408936,0.13555000722408295,2.157829761505127,0.44190001487731934,-0.3063500076532364,8.392002700005833
ReLU+Drop0.9,relu,0.9,10,16384,2.447704792022705,0.09288333356380463,2.271205186843872,0.27889999747276306,-0.18601666390895844,9.879727399995318
Sigmoid,sigmoid,0.0,20,32,0.46044012904167175,0.8373333215713501,0.4901614785194397,0.8252000212669373,0.012133300304412842,66.87630609999906
ReLU,relu,0.0,20,32,0.2688637673854828,0.9035999774932861,0.36782869696617126,0.8695999979972839,0.0339999794960022,65.4320990999986
ReLU+Drop0.1,relu,0.1,20,32,0.28682827949523926,0.895966649055481,0.3455421030521393,0.8754000067710876,0.02056664228439331,65.26513040000282
ReLU+Dropout,relu,0.3,20,32,0.3285655081272125,0.8827333450317383,0.3469303548336029,0.8761000037193298,0.006633341312408447,70.53057199999603
GELU,gelu,0.0,20,32,0.2929840385913849,0.8942999839782715,0.37281525135040283,0.8669999837875366,0.027300000190734863,69.79006079999817
Mish,mish,0.0,20,32,0.30103597044944763,0.8902333378791809,0.37083905935287476,0.8665000200271606,0.023733317852020264,73.58943319999526
ReLU+Drop0.2,relu,0.2,20,32,0.3062797486782074,0.8891500234603882,0.35105255246162415,0.8730000257492065,0.01614999771118164,72.14987939999992
ReLU+Drop0.4,relu,0.4,20,32,0.3537178337574005,0.8737000226974487,0.35630419850349426,0.8734999895095825,0.00020003318786621094,71.2497285999998
ReLU+Drop0.5,relu,0.5,20,32,0.38692963123321533,0.8633333444595337,0.3676154315471649,0.8669000267982483,-0.0035666823387145996,67.31452259999787
ReLU+Drop0.6,relu,0.6,20,32,0.4274076521396637,0.8506500124931335,0.38180649280548096,0.8650000095367432,-0.01434999704360962,69.59508080000523
ReLU+Drop0.7,relu,0.7,20,32,0.5085805058479309,0.8248166441917419,0.4140458405017853,0.8519999980926514,-0.027183353900909424,71.418743299997
ReLU+Drop0.8,relu,0.8,20,32,0.6944926381111145,0.7491499781608582,0.5184840559959412,0.8167999982833862,-0.06765002012252808,68.93821759999992
ReLU,relu,0.0,20,64,0.32414162158966064,0.885866641998291,0.4187525510787964,0.8518000245094299,0.034066617488861084,36.89318060000369
Sigmoid,sigmoid,0.0,20,64,0.544996440410614,0.8057833313941956,0.5639492273330688,0.7990999817848206,0.006683349609375,40.16190899999492
ReLU+Dropout,relu,0.3,20,64,0.3734455406665802,0.8658166527748108,0.375564843416214,0.8636999726295471,0.002116680145263672,38.89362009999604
GELU,gelu,0.0,20,64,0.34965673089027405,0.8755833506584167,0.4388912618160248,0.8449000120162964,0.03068333864212036,37.89559420000296
Mish,mish,0.0,20,64,0.34975510835647583,0.8754000067710876,0.42855459451675415,0.8463000059127808,0.029100000858306885,41.12506510000094
ReLU+Drop0.9,relu,0.9,20,32,1.227063536643982,0.5019500255584717,0.9159582257270813,0.6312999725341797,-0.129349946975708,75.52527810000174
ReLU+Drop0.2,relu,0.2,20,64,0.3524688184261322,0.8744333386421204,0.36970067024230957,0.8665000200271606,0.007933318614959717,45.039884099998744
ReLU+Drop0.1,relu,0.1,20,64,0.33683517575263977,0.8791333436965942,0.36951950192451477,0.8671000003814697,0.012033343315124512,48.81021869999677
ReLU+Drop0.4,relu,0.4,20,64,0.4023829996585846,0.8571333289146423,0.39070364832878113,0.8579000234603882,-0.0007666945457458496,48.95500170000014
ReLU+Drop0.5,relu,0.5,20,64,0.4310913383960724,0.8484833240509033,0.39231976866722107,0.8579999804496765,-0.009516656398773193,48.74293639999814
ReLU+Drop0.6,relu,0.6,20,64,0.4849024713039398,0.8344166874885559,0.41380274295806885,0.8539000153541565,-0.019483327865600586,49.39276429999882
ReLU+Drop0.7,relu,0.7,20,64,0.5447657704353333,0.8131999969482422,0.4383147060871124,0.8432000279426575,-0.030000030994415283,47.01824630000192
ReLU,relu,0.0,20,128,0.3717751204967499,0.8708500266075134,0.4278339743614197,0.8500000238418579,0.020850002765655518,26.020500999999058
Sigmoid,sigmoid,0.0,20,128,0.6717252135276794,0.7555666565895081,0.6813291907310486,0.7497000098228455,0.005866646766662598,28.22723440000118
ReLU+Dropout,relu,0.3,20,128,0.4334745705127716,0.8479833602905273,0.41431060433387756,0.8514000177383423,-0.0034166574478149414,28.44151250000141
ReLU+Drop0.8,relu,0.8,20,64,0.744539737701416,0.7297666668891907,0.5564629435539246,0.8136000037193298,-0.08383333683013916,44.77751669999998
ReLU+Drop0.9,relu,0.9,20,64,1.2918369770050049,0.46506667137145996,1.0140889883041382,0.6105999946594238,-0.14553332328796387,44.052791199996136
GELU,gelu,0.0,20,128,0.3891345262527466,0.8651166558265686,0.45486342906951904,0.8424000144004822,0.022716641426086426,27.849153100003605
ReLU+Drop0.1,relu,0.1,20,128,0.39213427901268005,0.8632000088691711,0.4057372510433197,0.8550000190734863,0.008199989795684814,27.03975619999983
Mish,mish,0.0,20,128,0.39083176851272583,0.8640666604042053,0.44784629344940186,0.8420000076293945,0.02206665277481079,30.94606919999933
ReLU+Drop0.2,relu,0.2,20,128,0.40787607431411743,0.8561999797821045,0.406807005405426,0.8561999797821045,0.0,26.98556169999938
ReLU+Drop0.4,relu,0.4,20,128,0.4612492322921753,0.8378333449363708,0.4238920509815216,0.8465999960899353,-0.008766651153564453,28.601849999999104
ReLU+Drop0.5,relu,0.5,20,128,0.5011854767799377,0.8254500031471252,0.4394545555114746,0.84170001745224,-0.016250014305114746,26.769989799999166
ReLU+Drop0.6,relu,0.6,20,128,0.5526731610298157,0.8079833388328552,0.45669013261795044,0.8342000246047974,-0.02621668577194214,27.112164699996356
ReLU+Drop0.7,relu,0.7,20,128,0.6406612992286682,0.7776166796684265,0.49719491600990295,0.8256000280380249,-0.04798334836959839,27.611397900000156
Sigmoid,sigmoid,0.0,20,256,0.9195890426635742,0.7071666717529297,0.9163163304328918,0.6955000162124634,0.011666655540466309,20.167781200005265
ReLU,relu,0.0,20,256,0.4132978320121765,0.8572999835014343,0.4685063064098358,0.8337000012397766,0.023599982261657715,20.819344799994724
ReLU+Drop0.8,relu,0.8,20,128,0.8249992728233337,0.6933500170707703,0.6114903092384338,0.7857000231742859,-0.09235000610351562,29.407008800000767
ReLU+Drop0.9,relu,0.9,20,128,1.4313743114471436,0.41913333535194397,1.157718539237976,0.6341999769210815,-0.21506664156913757,29.2828748000029
ReLU+Dropout,relu,0.3,20,256,0.5069472789764404,0.8235499858856201,0.46612393856048584,0.8352000117301941,-0.011650025844573975,21.906416200006788
GELU,gelu,0.0,20,256,0.432118684053421,0.8490999937057495,0.5252538919448853,0.8147000074386597,0.034399986267089844,21.156914699997287
Mish,mish,0.0,20,256,0.4356633424758911,0.8484333157539368,0.5176947116851807,0.8187000155448914,0.02973330020904541,21.587050299996918
ReLU+Drop0.1,relu,0.1,20,256,0.4521808922290802,0.8424666523933411,0.4501490294933319,0.8418999910354614,0.0005666613578796387,21.792007800002466
ReLU+Drop0.2,relu,0.2,20,256,0.48227885365486145,0.8333500027656555,0.4565388560295105,0.8353999853134155,-0.0020499825477600098,22.380903299999773
ReLU+Drop0.4,relu,0.4,20,256,0.5381847023963928,0.8145333528518677,0.4766104519367218,0.8300999999046326,-0.015566647052764893,22.012057600004482
ReLU+Drop0.6,relu,0.6,20,256,0.6509675979614258,0.7698833346366882,0.5242671966552734,0.8129000067710876,-0.043016672134399414,22.940034799998102
ReLU+Drop0.5,relu,0.5,20,256,0.5800907611846924,0.7986999750137329,0.4881940484046936,0.8271999955177307,-0.028500020503997803,23.629486899997573
ReLU+Drop0.7,relu,0.7,20,256,0.7569276690483093,0.7262333035469055,0.5843708515167236,0.7968999743461609,-0.07066667079925537,23.43725970000378
ReLU+Drop0.8,relu,0.8,20,256,0.9449083209037781,0.6496666669845581,0.6802666783332825,0.7645000219345093,-0.11483335494995117,23.442459199999576
Sigmoid,sigmoid,0.0,20,512,1.304547905921936,0.6510000228881836,1.2892284393310547,0.652899980545044,-0.0018999576568603516,18.38836199999787
ReLU+Drop0.9,relu,0.9,20,256,1.652583122253418,0.33469998836517334,1.4566136598587036,0.524399995803833,-0.18970000743865967,23.78975899999932
ReLU,relu,0.0,20,512,0.47105634212493896,0.8388333320617676,0.5116338133811951,0.8216999769210815,0.017133355140686035,20.6501092000035
ReLU+Dropout,relu,0.3,20,512,0.5962945818901062,0.7949333190917969,0.533319354057312,0.8148999810218811,-0.01996666193008423,22.334632000005513
GELU,gelu,0.0,20,512,0.4786224961280823,0.8345166444778442,0.5401632785797119,0.8077999949455261,0.026716649532318115,20.961892700004682
Mish,mish,0.0,20,512,0.47672367095947266,0.8353000283241272,0.527295708656311,0.8130999803543091,0.022200047969818115,23.461472099996172
