model,activation,dropout,epochs,batch_size,train_loss,train_acc,test_loss,test_acc,gap,fit_time_s
Sigmoid,sigmoid,0.0,30,1024,1.4907475709915161,0.6371833086013794,1.4797905683517456,0.6322000026702881,0.004983305931091309,17.047550900002534
ReLU,relu,0.0,30,1024,0.5009154677391052,0.8323166370391846,0.5286363363265991,0.816100001335144,0.016216635704040527,16.726566999997885
ReLU+Dropout,relu,0.3,30,1024,0.6434793472290039,0.7782333493232727,0.569861650466919,0.8034999966621399,-0.025266647338867188,18.639466699998593
GELU,gelu,0.0,30,1024,0.5054064393043518,0.8269833326339722,0.5346216559410095,0.8149999976158142,0.011983335018157959,17.421254400003818
Mish,mish,0.0,30,1024,0.4987446069717407,0.8299000263214111,0.5304713845252991,0.8116999864578247,0.018200039863586426,18.325644399999874
ReLU+Drop0.1,relu,0.1,30,1024,0.5566025376319885,0.8097500205039978,0.5351749062538147,0.8113999962806702,-0.0016499757766723633,18.68594909999956
ReLU+Drop0.2,relu,0.2,30,1024,0.6094581484794617,0.7887666821479797,0.5595446825027466,0.8047000169754028,-0.015933334827423096,18.865010099994834
ReLU+Drop0.4,relu,0.4,30,1024,0.7006638646125793,0.7541000247001648,0.5973831415176392,0.7868000268936157,-0.03270000219345093,19.273363499996776
ReLU+Drop0.5,relu,0.5,30,1024,0.7600853443145752,0.7334166765213013,0.6232957243919373,0.7781000137329102,-0.04468333721160889,19.623347599997942
ReLU+Drop0.6,relu,0.6,30,1024,0.8536309599876404,0.6878666877746582,0.6687155365943909,0.7523999810218811,-0.0645332932472229,19.610885699999926
ReLU+Drop0.7,relu,0.7,30,1024,0.9884573817253113,0.6291833519935608,0.7482995390892029,0.7159000039100647,-0.0867166519165039,19.985427600004186
ReLU+Drop0.8,relu,0.8,30,1024,1.2766810655593872,0.5266833305358887,0.9151220917701721,0.7092999815940857,-0.18261665105819702,20.051691499997105
ReLU+Drop0.9,relu,0.9,30,1024,2.048652410507202,0.24913333356380463,1.9012885093688965,0.5845000147819519,-0.3353666812181473,20.31058959999791
Sigmoid,sigmoid,0.0,30,2048,1.976164698600769,0.5229666829109192,1.9685758352279663,0.5250999927520752,-0.002133309841156006,17.369863899999473
ReLU,relu,0.0,30,2048,0.5897531509399414,0.8075666427612305,0.6069191098213196,0.7962999939918518,0.011266648769378662,17.57025099999737
ReLU+Dropout,relu,0.3,30,2048,0.7781216502189636,0.729616641998291,0.6708819270133972,0.769599974155426,-0.03998333215713501,19.836276899994118
GELU,gelu,0.0,30,2048,0.5983670949935913,0.8048666715621948,0.6158318519592285,0.792900025844574,0.01196664571762085,18.695369299995946
Mish,mish,0.0,30,2048,0.6010845899581909,0.8014000058174133,0.6158759593963623,0.7915999889373779,0.0098000168800354,19.6003939000002
ReLU+Drop0.1,relu,0.1,30,2048,0.6602173447608948,0.7778000235557556,0.6236962080001831,0.7886000275611877,-0.010800004005432129,20.029030800003966
ReLU+Drop0.2,relu,0.2,30,2048,0.7144303917884827,0.7562833428382874,0.6395562291145325,0.7817000150680542,-0.025416672229766846,19.894045399996685
ReLU+Drop0.4,relu,0.4,30,2048,0.8186997175216675,0.7102333307266235,0.6842541694641113,0.7556999921798706,-0.04546666145324707,19.895103100003325
ReLU+Drop0.5,relu,0.5,30,2048,0.9350972175598145,0.6636000275611877,0.7560923099517822,0.7206000089645386,-0.05699998140335083,19.99700440000015
ReLU+Drop0.6,relu,0.6,30,2048,1.029279351234436,0.6281333565711975,0.7870094180107117,0.7203999757766724,-0.09226661920547485,19.91417740000179
ReLU+Drop0.7,relu,0.7,30,2048,1.1780520677566528,0.5721499919891357,0.8510564565658569,0.6963000297546387,-0.12415003776550293,20.02448529999674
ReLU+Drop0.8,relu,0.8,30,2048,1.5887041091918945,0.4201333224773407,1.1892300844192505,0.6424999833106995,-0.22236666083335876,20.151104600001418
ReLU+Drop0.9,relu,0.9,30,2048,2.167001962661743,0.19513332843780518,2.093810558319092,0.397599995136261,-0.2024666666984558,20.383458500000415
Sigmoid,sigmoid,0.0,30,4096,2.1752848625183105,0.5327500104904175,2.172820806503296,0.5374000072479248,-0.004649996757507324,17.789409699995304
ReLU,relu,0.0,30,4096,0.7106444835662842,0.7694000005722046,0.7266585230827332,0.7566999793052673,0.012700021266937256,17.98418679999304
ReLU+Dropout,relu,0.3,30,4096,0.95742267370224,0.662766695022583,0.8130928874015808,0.7117000222206116,-0.048933327198028564,20.15313679999963
GELU,gelu,0.0,30,4096,0.7291675209999084,0.7607666850090027,0.7414458990097046,0.7519999742507935,0.008766710758209229,18.89451420000114
Mish,mish,0.0,30,4096,0.7372738718986511,0.758983314037323,0.7502197027206421,0.7433000206947327,0.015683293342590332,19.672717000001285
ReLU+Drop0.1,relu,0.1,30,4096,0.8136669397354126,0.7193333506584167,0.7607189416885376,0.734499990940094,-0.015166640281677246,19.536341599996376
ReLU+Drop0.2,relu,0.2,30,4096,0.8697000741958618,0.6982499957084656,0.7703245282173157,0.733299970626831,-0.03504997491836548,19.743436400000064
ReLU+Drop0.4,relu,0.4,30,4096,1.0163737535476685,0.6416166424751282,0.8345948457717896,0.7052000164985657,-0.0635833740234375,19.292940900006215
ReLU+Drop0.5,relu,0.5,30,4096,1.0989910364151,0.6080333590507507,0.8634034395217896,0.7028999924659729,-0.09486663341522217,18.92926620000071
ReLU+Drop0.6,relu,0.6,30,4096,1.302810788154602,0.5340999960899353,1.0061745643615723,0.6740000247955322,-0.13990002870559692,18.713125000002037
ReLU+Drop0.7,relu,0.7,30,4096,1.5471361875534058,0.4420333206653595,1.2017468214035034,0.6528000235557556,-0.21076670289039612,18.938991899995017
ReLU+Drop0.8,relu,0.8,30,4096,1.9146617650985718,0.3064500093460083,1.6835476160049438,0.5953999757766724,-0.28894996643066406,18.910806100000627
ReLU+Drop0.9,relu,0.9,30,4096,2.237868070602417,0.1612333357334137,2.190380811691284,0.4544000029563904,-0.2931666672229767,18.7333421000003
Sigmoid,sigmoid,0.0,30,8192,2.2394015789031982,0.39233332872390747,2.2379369735717773,0.3986999988555908,-0.00636667013168335,16.750926000000618
ReLU,relu,0.0,30,8192,0.883029580116272,0.7195500135421753,0.8898252248764038,0.7085000276565552,0.011049985885620117,17.091491699997277
ReLU+Dropout,relu,0.3,30,8192,1.1645313501358032,0.5959333181381226,0.9902178645133972,0.689300000667572,-0.09336668252944946,19.236091200000374
GELU,gelu,0.0,30,8192,0.890276312828064,0.7275833487510681,0.8958856463432312,0.7181000113487244,0.00948333740234375,18.057713400005014
Mish,mish,0.0,30,8192,0.8993892669677734,0.6934333443641663,0.9069921970367432,0.6837000250816345,0.009733319282531738,18.92844079999486
ReLU+Drop0.1,relu,0.1,30,8192,0.9620113372802734,0.6804500222206116,0.8967609405517578,0.7059999704360962,-0.02554994821548462,19.28434190000553
ReLU+Drop0.2,relu,0.2,30,8192,1.0698227882385254,0.6357333064079285,0.9486136436462402,0.6930000185966492,-0.0572667121887207,19.106133900000714
ReLU+Drop0.4,relu,0.4,30,8192,1.2829253673553467,0.5530166625976562,1.058859944343567,0.6599000096321106,-0.10688334703445435,19.071181800005434
ReLU+Drop0.5,relu,0.5,30,8192,1.368278980255127,0.5285333395004272,1.1047507524490356,0.65829998254776,-0.12976664304733276,19.18633039999986
ReLU+Drop0.6,relu,0.6,30,8192,1.5967289209365845,0.4358166754245758,1.3104439973831177,0.6227999925613403,-0.18698331713676453,18.766926099997363
ReLU+Drop0.7,relu,0.7,30,8192,1.7772793769836426,0.3628833293914795,1.4782166481018066,0.6366999745368958,-0.27381664514541626,18.976069700001972
ReLU+Drop0.8,relu,0.8,30,8192,2.124694585800171,0.2268500030040741,1.970526933670044,0.6477000117301941,-0.42085000872612,18.781564500000968
ReLU+Drop0.9,relu,0.9,30,8192,2.2929482460021973,0.12631666660308838,2.269658327102661,0.3391999900341034,-0.21288332343101501,19.042632400000002
Sigmoid,sigmoid,0.0,30,16384,2.276188373565674,0.23633334040641785,2.275578022003174,0.23409999907016754,0.002233341336250305,17.364965800006757
ReLU,relu,0.0,30,16384,1.1572641134262085,0.6685500144958496,1.1557503938674927,0.6618000268936157,0.006749987602233887,16.932981699996162
ReLU+Dropout,relu,0.3,30,16384,1.4178506135940552,0.5282999873161316,1.2531216144561768,0.6550999879837036,-0.12680000066757202,18.802243199999793
GELU,gelu,0.0,30,16384,1.3098539113998413,0.6433500051498413,1.302822232246399,0.6388999819755554,0.004450023174285889,18.31195640000078
Mish,mish,0.0,30,16384,1.1975716352462769,0.6503333449363708,1.1927769184112549,0.6462000012397766,0.004133343696594238,18.702846000000136
ReLU+Drop0.1,relu,0.1,30,16384,1.2775297164916992,0.6209499835968018,1.219942331314087,0.6480000019073486,-0.027050018310546875,18.90967939999973
ReLU+Drop0.2,relu,0.2,30,16384,1.3703190088272095,0.5712166428565979,1.243794322013855,0.6503999829292297,-0.07918334007263184,19.103923800001212
ReLU+Drop0.4,relu,0.4,30,16384,1.5425763130187988,0.48596665263175964,1.3439171314239502,0.6255999803543091,-0.13963332772254944,18.98414600000251
ReLU+Drop0.5,relu,0.5,30,16384,1.7139105796813965,0.4143666625022888,1.4690359830856323,0.6384999752044678,-0.22413331270217896,18.63943879999715
ReLU+Drop0.6,relu,0.6,30,16384,1.904598593711853,0.33606666326522827,1.6767863035202026,0.6243000030517578,-0.28823333978652954,17.97211879999668
ReLU+Drop0.7,relu,0.7,30,16384,2.018845558166504,0.2712000012397766,1.7985566854476929,0.5737000107765198,-0.30250000953674316,17.94462129999738
ReLU+Drop0.8,relu,0.8,30,16384,2.2066876888275146,0.1934666633605957,2.0729660987854004,0.5435000061988831,-0.35003334283828735,17.477118900002097
ReLU+Drop0.9,relu,0.9,30,16384,2.31960391998291,0.11421666294336319,2.2741823196411133,0.2978000044822693,-0.1835833415389061,16.677346199998283
Sigmoid,sigmoid,0.0,40,32,0.3942660689353943,0.8604166507720947,0.4365571141242981,0.8447999954223633,0.015616655349731445,82.24151140000322
ReLU,relu,0.0,40,32,0.18849000334739685,0.9338499903678894,0.365397185087204,0.8741999864578247,0.0596500039100647,78.87246900000173
ReLU+Dropout,relu,0.3,40,32,0.27011221647262573,0.9023500084877014,0.32298019528388977,0.8844000101089478,0.017949998378753662,79.82636980000098
GELU,gelu,0.0,40,32,0.22526457905769348,0.9176166653633118,0.3471873104572296,0.8794000148773193,0.03821665048599243,79.54397690000042
ReLU+Drop0.1,relu,0.1,40,32,0.22056053578853607,0.9190999865531921,0.32848694920539856,0.8823999762535095,0.03670001029968262,79.87713250000525
Mish,mish,0.0,40,32,0.23848451673984528,0.912933349609375,0.35135436058044434,0.875,0.037933349609375,82.78261790000397
ReLU+Drop0.2,relu,0.2,40,32,0.24358753859996796,0.9102833271026611,0.32447168231010437,0.8842999935150146,0.025983333587646484,78.97702449999633
ReLU+Drop0.4,relu,0.4,40,32,0.2966197729110718,0.8935499787330627,0.3346289098262787,0.8805999755859375,0.012950003147125244,78.82278600000427
ReLU+Drop0.5,relu,0.5,40,32,0.32938435673713684,0.8819833397865295,0.33726710081100464,0.8791999816894531,0.002783358097076416,79.1794000000009
ReLU+Drop0.6,relu,0.6,40,32,0.3665657043457031,0.8720166683197021,0.3492499589920044,0.8744000196456909,-0.0023833513259887695,78.59468000000197
ReLU+Drop0.8,relu,0.8,40,32,0.624212384223938,0.7803500294685364,0.4835442304611206,0.8429999947547913,-0.06264996528625488,78.74047570000403
ReLU+Drop0.7,relu,0.7,40,32,0.4391506314277649,0.8464666604995728,0.37627241015434265,0.8680999875068665,-0.0216333270072937,79.14962690000539
Sigmoid,sigmoid,0.0,40,64,0.4560000002384186,0.8402500152587891,0.48830488324165344,0.8234000205993652,0.016849994659423828,49.98959930000274
ReLU,relu,0.0,40,64,0.25230246782302856,0.9104499816894531,0.3891929090023041,0.8622999787330627,0.04815000295639038,47.65474649999669
ReLU+Dropout,relu,0.3,40,64,0.3204018473625183,0.8853833079338074,0.34418174624443054,0.8770999908447266,0.00828331708908081,49.552450499999395
GELU,gelu,0.0,40,64,0.28274059295654297,0.8983333110809326,0.4047551453113556,0.8575999736785889,0.04073333740234375,49.12984890000371
Mish,mish,0.0,40,64,0.29027482867240906,0.895550012588501,0.40438368916511536,0.857200026512146,0.03834998607635498,54.09580009999627
ReLU+Drop0.9,relu,0.9,40,32,1.3597618341445923,0.41624999046325684,1.2109562158584595,0.46939998865127563,-0.0531499981880188,81.07928479999828
ReLU+Drop0.1,relu,0.1,40,64,0.27855560183525085,0.899649977684021,0.33783748745918274,0.8787999749183655,0.020850002765655518,49.99402140000166
ReLU+Drop0.2,relu,0.2,40,64,0.29333898425102234,0.8940333127975464,0.3376721739768982,0.8798999786376953,0.014133334159851074,49.940684000001056
ReLU+Drop0.4,relu,0.4,40,64,0.34039393067359924,0.8784499764442444,0.3469623327255249,0.8755000233650208,0.002949953079223633,50.04346449999866
ReLU+Drop0.5,relu,0.5,40,64,0.37220215797424316,0.8673499822616577,0.36203908920288086,0.8705999851226807,-0.0032500028610229492,50.1526898000011
ReLU+Drop0.6,relu,0.6,40,64,0.41190236806869507,0.8570166826248169,0.3743981719017029,0.8672000169754028,-0.010183334350585938,50.322800100002496
ReLU+Drop0.7,relu,0.7,40,64,0.48214027285575867,0.8353666663169861,0.40503039956092834,0.8574000000953674,-0.022033333778381348,50.636140999995405
Sigmoid,sigmoid,0.0,40,128,0.5456427931785583,0.8039833307266235,0.5659225583076477,0.7955999970436096,0.008383333683013916,33.44007749999582
ReLU,relu,0.0,40,128,0.31178244948387146,0.8902999758720398,0.39219388365745544,0.862500011920929,0.02779996395111084,32.20600120000017
ReLU+Dropout,relu,0.3,40,128,0.3677797317504883,0.8694000244140625,0.3687591850757599,0.8666999936103821,0.00270003080368042,33.91649090000283
ReLU+Drop0.8,relu,0.8,40,64,0.6311805844306946,0.7814833521842957,0.4733908772468567,0.8392000198364258,-0.05771666765213013,50.81519400000252
ReLU+Drop0.9,relu,0.9,40,64,1.1564921140670776,0.5365166664123535,0.8722915053367615,0.6769000291824341,-0.14038336277008057,51.03260849999788
GELU,gelu,0.0,40,128,0.3392173945903778,0.8793833255767822,0.41299691796302795,0.8572999835014343,0.0220833420753479,34.0918776000035
ReLU+Drop0.1,relu,0.1,40,128,0.3282177448272705,0.8826833367347717,0.3617704212665558,0.8687000274658203,0.013983309268951416,34.65002679999452
Mish,mish,0.0,40,128,0.34214478731155396,0.8793500065803528,0.4138546288013458,0.8511999845504761,0.02815002202987671,37.76509640000586
ReLU+Drop0.2,relu,0.2,40,128,0.34824222326278687,0.8744999766349792,0.3676604628562927,0.8694000244140625,0.005099952220916748,34.928928799999994
ReLU+Drop0.4,relu,0.4,40,128,0.39875712990760803,0.8600000143051147,0.3798425793647766,0.8632000088691711,-0.0031999945640563965,35.046273799998744
ReLU+Drop0.5,relu,0.5,40,128,0.42917966842651367,0.8510666489601135,0.39180198311805725,0.8568999767303467,-0.005833327770233154,34.948862199998985
ReLU+Drop0.6,relu,0.6,40,128,0.4690621793270111,0.8388500213623047,0.40678009390830994,0.8539000153541565,-0.015049993991851807,35.04564850000315
ReLU+Drop0.7,relu,0.7,40,128,0.5384037494659424,0.8179833292961121,0.4332326054573059,0.8472999930381775,-0.02931666374206543,35.45345069999894
Sigmoid,sigmoid,0.0,40,256,0.6680589914321899,0.7581166625022888,0.680046021938324,0.7548999786376953,0.003216683864593506,27.079685800003062
ReLU+Drop0.8,relu,0.8,40,128,0.7351118922233582,0.7217666506767273,0.5682973861694336,0.8134999871253967,-0.09173333644866943,35.60468739999487
ReLU,relu,0.0,40,256,0.3617168962955475,0.8740500211715698,0.42766523361206055,0.8490999937057495,0.024950027465820312,25.688371299998835
ReLU+Drop0.9,relu,0.9,40,128,1.29685378074646,0.47368332743644714,1.005808711051941,0.6682000160217285,-0.19451668858528137,36.364153599999554
ReLU+Dropout,relu,0.3,40,256,0.4357861280441284,0.8466166853904724,0.41538602113723755,0.8500999808311462,-0.003483295440673828,29.038475200002722
GELU,gelu,0.0,40,256,0.37967798113822937,0.8675166964530945,0.4742194712162018,0.8349000215530396,0.03261667490005493,27.30944100000488
Mish,mish,0.0,40,256,0.3834269940853119,0.8651333451271057,0.4776115119457245,0.8324000239372253,0.03273332118988037,29.06739910000033
ReLU+Drop0.1,relu,0.1,40,256,0.3875460922718048,0.862500011920929,0.4009031653404236,0.8597000241279602,0.00279998779296875,29.172429999998712
ReLU+Drop0.2,relu,0.2,40,256,0.41206568479537964,0.8544166684150696,0.4068482518196106,0.8546000123023987,-0.00018334388732910156,29.69680040000094
ReLU+Drop0.4,relu,0.4,40,256,0.46617650985717773,0.8363833427429199,0.42653506994247437,0.8460999727249146,-0.009716629981994629,28.872008300000743
ReLU+Drop0.5,relu,0.5,40,256,0.49481984972953796,0.8281499743461609,0.433437317609787,0.843500018119812,-0.015350043773651123,29.550905199997942
ReLU+Drop0.6,relu,0.6,40,256,0.5342335104942322,0.8171166777610779,0.44908344745635986,0.8357999920845032,-0.018683314323425293,30.60280320000311
ReLU+Drop0.7,relu,0.7,40,256,0.6274506449699402,0.7857499718666077,0.48570170998573303,0.8263000249862671,-0.040550053119659424,31.19433860000572
Sigmoid,sigmoid,0.0,40,512,0.9025912284851074,0.7191166877746582,0.9054957032203674,0.7121000289916992,0.007016658782958984,23.494899099998293
ReLU+Drop0.8,relu,0.8,40,256,0.8029431700706482,0.6985166668891907,0.6029998064041138,0.7868000268936157,-0.08828336000442505,31.5897302999947
ReLU+Drop0.9,relu,0.9,40,256,1.4813778400421143,0.39168334007263184,1.2213728427886963,0.527999997138977,-0.13631665706634521,31.527840499999
ReLU,relu,0.0,40,512,0.413973331451416,0.8559333086013794,0.47315219044685364,0.8353000283241272,0.020633280277252197,23.565016699998523
ReLU+Dropout,relu,0.3,40,512,0.504193902015686,0.8246999979019165,0.4642525911331177,0.8360999822616577,-0.011399984359741211,27.403274500000407
GELU,gelu,0.0,40,512,0.4283439517021179,0.8500166535377502,0.49717020988464355,0.8238000273704529,0.026216626167297363,25.676864399996703
Mish,mish,0.0,40,512,0.4275437295436859,0.8514000177383423,0.4884847104549408,0.8252999782562256,0.0261000394821167,27.28799639999488
ReLU+Drop0.1,relu,0.1,40,512,0.45142561197280884,0.8439333438873291,0.45270296931266785,0.8410999774932861,0.0028333663940429688,27.606148300001223
ReLU+Drop0.2,relu,0.2,40,512,0.47518694400787354,0.8347499966621399,0.45718416571617126,0.8378000259399414,-0.0030500292778015137,28.24693049999769
ReLU+Drop0.4,relu,0.4,40,512,0.5342565774917603,0.8152499794960022,0.4778246581554413,0.8277999758720398,-0.012549996376037598,28.819415700003447
ReLU+Drop0.5,relu,0.5,40,512,0.5820212364196777,0.7971333265304565,0.4946742057800293,0.8241000175476074,-0.02696669101715088,27.765686599996116
ReLU+Drop0.6,relu,0.6,40,512,0.6447820067405701,0.7754499912261963,0.521323025226593,0.8169999718666077,-0.04154998064041138,27.78292689999944
ReLU+Drop0.7,relu,0.7,40,512,0.7489433884620667,0.7338833212852478,0.5742079019546509,0.7921000123023987,-0.05821669101715088,27.795676800000365
ReLU+Drop0.8,relu,0.8,40,512,0.9575852751731873,0.6385499835014343,0.701011061668396,0.7598999738693237,-0.1213499903678894,27.590579399999115
ReLU+Drop0.9,relu,0.9,40,512,1.6098145246505737,0.36313334107398987,1.3875250816345215,0.5666999816894531,-0.20356664061546326,27.917455599999812
Sigmoid,sigmoid,0.0,40,1024,1.2774409055709839,0.6411333084106445,1.2736070156097412,0.6360999941825867,0.005033314228057861,22.736273800001072
ReLU,relu,0.0,40,1024,0.4607704281806946,0.842033326625824,0.48901280760765076,0.8325999975204468,0.009433329105377197,23.350402299998677
ReLU+Dropout,relu,0.3,40,1024,0.601047158241272,0.7935666441917419,0.535479724407196,0.8133999705314636,-0.01983332633972168,26.045302999998967
GELU,gelu,0.0,40,1024,0.4747982323169708,0.8373000025749207,0.5161679983139038,0.8210999965667725,0.016200006008148193,24.481910000002244
Mish,mish,0.0,40,1024,0.47759562730789185,0.8356666564941406,0.5107776522636414,0.8216000199317932,0.014066636562347412,25.879665799999202
ReLU+Drop0.1,relu,0.1,40,1024,0.5190500617027283,0.8218333125114441,0.5046733617782593,0.8242999911308289,-0.0024666786193847656,26.081335499999113
ReLU+Drop0.2,relu,0.2,40,1024,0.564172089099884,0.8063666820526123,0.5247925519943237,0.8192999958992004,-0.012933313846588135,26.424516500002937
ReLU+Drop0.4,relu,0.4,40,1024,0.641250729560852,0.7773500084877014,0.5472359657287598,0.8093000054359436,-0.03194999694824219,26.07580680000683
ReLU+Drop0.5,relu,0.5,40,1024,0.7008011937141418,0.7557333111763,0.5803189873695374,0.7930999994277954,-0.03736668825149536,25.98755600000004
ReLU+Drop0.6,relu,0.6,40,1024,0.7833088636398315,0.7204166650772095,0.6228599548339844,0.7757999897003174,-0.05538332462310791,26.129428400003235
ReLU+Drop0.7,relu,0.7,40,1024,0.8984242081642151,0.6714666485786438,0.6816569566726685,0.7537000179290771,-0.08223336935043335,26.117132800005493
ReLU+Drop0.8,relu,0.8,40,1024,1.14504075050354,0.5666000247001648,0.8067740797996521,0.7002000212669373,-0.13359999656677246,26.436543600000732
ReLU+Drop0.9,relu,0.9,40,1024,1.8605737686157227,0.26456665992736816,1.7057870626449585,0.4945000112056732,-0.22993335127830505,26.68866080000589
Sigmoid,sigmoid,0.0,40,2048,1.7829030752182007,0.6172000169754028,1.7751400470733643,0.6169999837875366,0.00020003318786621094,23.14855279999756
ReLU,relu,0.0,40,2048,0.5412194728851318,0.8189166784286499,0.5657312273979187,0.8068000078201294,0.012116670608520508,23.582004300005792
ReLU+Dropout,relu,0.3,40,2048,0.7194752097129822,0.7515000104904175,0.6241268515586853,0.7835999727249146,-0.03209996223449707,26.307340500003193
GELU,gelu,0.0,40,2048,0.5524062514305115,0.8167666792869568,0.5733696222305298,0.8065000176429749,0.010266661643981934,24.701009299998987
Mish,mish,0.0,40,2048,0.5402808785438538,0.8177333474159241,0.5631512999534607,0.8054999709129333,0.012233376502990723,25.958619199998793
ReLU+Drop0.1,relu,0.1,40,2048,0.6246890425682068,0.7867500185966492,0.5917014479637146,0.7961999773979187,-0.009449958801269531,26.35644979999779
ReLU+Drop0.2,relu,0.2,40,2048,0.6720259189605713,0.7681999802589417,0.6050329208374023,0.7914999723434448,-0.023299992084503174,25.44143659999827
ReLU+Drop0.4,relu,0.4,40,2048,0.7660158276557922,0.7372499704360962,0.6364057660102844,0.7756999731063843,-0.038450002670288086,25.43172699999559
ReLU+Drop0.5,relu,0.5,40,2048,0.8516556024551392,0.7003999948501587,0.6806739568710327,0.7597000002861023,-0.059300005435943604,25.299017400000594
ReLU+Drop0.6,relu,0.6,40,2048,0.9445205330848694,0.6544166803359985,0.7452375292778015,0.7290999889373779,-0.0746833086013794,24.93944190000184
ReLU+Drop0.7,relu,0.7,40,2048,1.1278151273727417,0.5845000147819519,0.81900554895401,0.7123000025749207,-0.12779998779296875,24.995005400000082
ReLU+Drop0.8,relu,0.8,40,2048,1.4485429525375366,0.4593000113964081,1.0645039081573486,0.6607999801635742,-0.20149996876716614,24.893481099999917
ReLU+Drop0.9,relu,0.9,40,2048,2.1453495025634766,0.1853666603565216,2.072631359100342,0.4083000123500824,-0.2229333519935608,25.381443400001444
Sigmoid,sigmoid,0.0,40,4096,2.1402647495269775,0.5071333050727844,2.137786626815796,0.4984000027179718,0.008733302354812622,22.35213980000117
ReLU,relu,0.0,40,4096,0.6597415208816528,0.7833166718482971,0.6761680841445923,0.7717999815940857,0.011516690254211426,22.4591386999964
ReLU+Dropout,relu,0.3,40,4096,0.8658139109611511,0.699916660785675,0.7435289621353149,0.7401999831199646,-0.04028332233428955,24.79490480000095
GELU,gelu,0.0,40,4096,0.6749531626701355,0.7803666591644287,0.6923162937164307,0.7699999809265137,0.010366678237915039,23.664356399996905
Mish,mish,0.0,40,4096,0.6690682768821716,0.7832000255584717,0.6855051517486572,0.771399974822998,0.011800050735473633,24.997928500000853
ReLU+Drop0.1,relu,0.1,40,4096,0.737367570400238,0.7492499947547913,0.6893661022186279,0.7684999704360962,-0.01924997568130493,25.733972100002575
ReLU+Drop0.2,relu,0.2,40,4096,0.8005361557006836,0.7225666642189026,0.7127726674079895,0.751800000667572,-0.029233336448669434,25.368924399997923
ReLU+Drop0.4,relu,0.4,40,4096,0.9329447746276855,0.6733333468437195,0.7616360187530518,0.7333999872207642,-0.06006664037704468,25.63800959999935
ReLU+Drop0.5,relu,0.5,40,4096,1.0147371292114258,0.6373999714851379,0.8030750751495361,0.7142999768257141,-0.07690000534057617,25.925941699999385
ReLU+Drop0.6,relu,0.6,40,4096,1.1581271886825562,0.5860000252723694,0.8687717914581299,0.6912999749183655,-0.1052999496459961,25.898535899999843
ReLU+Drop0.7,relu,0.7,40,4096,1.394858717918396,0.4886166751384735,1.046772837638855,0.680899977684021,-0.19228330254554749,26.211819600001036
ReLU+Drop0.8,relu,0.8,40,4096,1.834613561630249,0.3408333361148834,1.5688296556472778,0.6651999950408936,-0.32436665892601013,26.88807220000308
ReLU+Drop0.9,relu,0.9,40,4096,2.218203067779541,0.1774500012397766,2.167337417602539,0.40470001101493835,-0.22725000977516174,26.763999599999806
Sigmoid,sigmoid,0.0,40,8192,2.2130630016326904,0.459033340215683,2.2119855880737305,0.4553000032901764,0.003733336925506592,24.02761499999906
ReLU,relu,0.0,40,8192,0.8040766716003418,0.7324166893959045,0.8137800693511963,0.7203999757766724,0.012016713619232178,24.04308360000141
ReLU+Dropout,relu,0.3,40,8192,1.0224575996398926,0.644183337688446,0.8693142533302307,0.696399986743927,-0.05221664905548096,26.839875899997423
GELU,gelu,0.0,40,8192,0.8378992080688477,0.7266666889190674,0.8461872339248657,0.7153000235557556,0.011366665363311768,25.745478699995147
Mish,mish,0.0,40,8192,0.7790778279304504,0.7446666955947876,0.7907823324203491,0.7378000020980835,0.0068666934967041016,25.704132999999274
ReLU+Drop0.1,relu,0.1,40,8192,0.8911178112030029,0.6997166872024536,0.8311579823493958,0.7166000008583069,-0.01688331365585327,26.120272699998168
ReLU+Drop0.2,relu,0.2,40,8192,0.9524722695350647,0.6709333062171936,0.8463687300682068,0.7129999995231628,-0.04206669330596924,25.83280879999802
ReLU+Drop0.4,relu,0.4,40,8192,1.1375844478607178,0.6093999743461609,0.9265993237495422,0.6891999840736389,-0.07980000972747803,25.744025200001488
ReLU+Drop0.5,relu,0.5,40,8192,1.275566816329956,0.5537166595458984,1.0152839422225952,0.6718000173568726,-0.11808335781097412,25.53056629999628
ReLU+Drop0.6,relu,0.6,40,8192,1.4279555082321167,0.4909000098705292,1.115944266319275,0.6607999801635742,-0.16989997029304504,25.741146400003345
ReLU+Drop0.7,relu,0.7,40,8192,1.672018051147461,0.40593332052230835,1.332401156425476,0.6419000029563904,-0.23596668243408203,25.49990450000041
ReLU+Drop0.8,relu,0.8,40,8192,1.9818994998931885,0.2747499942779541,1.7463511228561401,0.6093000173568726,-0.33455002307891846,25.843925900000613
ReLU+Drop0.9,relu,0.9,40,8192,2.2795426845550537,0.14916667342185974,2.2425951957702637,0.33809998631477356,-0.18893331289291382,25.967713599995477
Sigmoid,sigmoid,0.0,40,16384,2.2623138427734375,0.4104500114917755,2.261946201324463,0.4083000123500824,0.0021499991416931152,23.260506999999052
ReLU,relu,0.0,40,16384,1.0136672258377075,0.6970999836921692,1.0194308757781982,0.6876000165939331,0.009499967098236084,23.66012139999657
ReLU+Dropout,relu,0.3,40,16384,1.3907214403152466,0.5336499810218811,1.2343987226486206,0.6421999931335449,-0.10855001211166382,25.814220500004012
GELU,gelu,0.0,40,16384,1.1040490865707397,0.6570333242416382,1.1082783937454224,0.6499000191688538,0.007133305072784424,24.566819400002714
